0,1,2,3,4,5,6,7,8,9
1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-08,0.0029197187571213907,0.0032096420003255117,0.003259141492721644,0.003269260755922625,0.003271426215072158,0.003271978650921989,0.0032722422349243767,0.0032719433969733295,0.003272053236612691
1e-08,0.003997678088873559,0.004429382106533965,0.004505181100989746,0.004520837318587321,0.004524210313720045,0.004525011292530624,0.004525328633544439,0.004525032457324202,0.004525146253600254
1e-08,0.004640704690641548,0.00519015084425034,0.0052895086480299015,0.005310121369196591,0.0053146309941408025,0.005315684681638287,0.0053160285658259525,0.0053157452910987885,0.005315854810620775
1e-08,0.005213196052101596,0.00587904473969463,0.006002427573977288,0.0060280697334533,0.006033697975520164,0.006034983935651904,0.0060353556144658385,0.006035081632685361,0.006035189427400977
1e-08,0.005880495238167898,0.006696247977555446,0.006850043470274327,0.006882155463680618,0.0068892352195270914,0.006890754818430818,0.006891146214255536,0.006890871613628112,0.006890982817381736
1e-08,0.00710337204185664,0.008197982196505388,0.00841131161252182,0.008455744915211841,0.008465619899995483,0.008467559609330837,0.008468009297136085,0.008467765722980181,0.008467867255727849
1e-08,0.008075467787734462,0.009393509100152604,0.009654387890047356,0.009708721599483973,0.00972074345342555,0.009723033900523622,0.009723521587313192,0.0097232874788423,0.00972339122699084
1e-08,0.00884313777991705,0.010332857391218695,0.010630164152503658,0.010692307510749708,0.010705835040131754,0.010708352050201972,0.010708839622638484,0.010708625670385307,0.010708724227259906
1e-08,0.00956426156000003,0.011207461964601232,0.011537007827432602,0.011606408972888662,0.011621025895942402,0.011623833968035818,0.011624425722183857,0.01162423009120819,0.011624324165935045
